video_id,captured_at,view_count,like_count,comment_count,live_broadcast_content,live_actual_start_time,live_actual_end_time,live_concurrent_viewers
LLLmgReBfJE,2026-07-17T19:04:31.186387+00:00,964,37,0,none,,,
BFzmK6CQ6hk,2026-07-17T19:04:31.186387+00:00,159,4,0,none,,,
nWob6BaSlHk,2026-07-17T19:04:31.186387+00:00,210,2,2,none,,,
yUrdjnyNbPk,2026-07-17T19:04:31.186387+00:00,1976,16,0,none,,,
Ad7XVQ76TNM,2026-07-17T19:04:31.186387+00:00,543,6,0,none,,,
xK-xYMeUm1A,2026-07-17T19:04:31.186387+00:00,289,2,0,none,2026-07-16T14:00:41Z,2026-07-16T14:24:03Z,
iqbYvJ5qR30,2026-07-17T19:04:31.186387+00:00,531,9,0,none,,,
z8sRRSri0Tc,2026-07-17T19:04:31.186387+00:00,16748,165,84,none,2026-07-17T02:22:50Z,2026-07-17T02:24:37Z,
bAsBIRgbjJU,2026-07-17T19:04:31.186387+00:00,948,70,1,none,,,
VZiKKJzWuFs,2026-07-17T19:04:31.186387+00:00,2232,32,0,none,,,
SJXMXv-J4LQ,2026-07-17T19:04:31.186387+00:00,764,10,2,none,,,
wm6OI9eaiIY,2026-07-17T19:04:31.186387+00:00,48750,451,45,none,2026-07-17T00:52:21Z,2026-07-17T02:13:43Z,
KVkj0i9GLbU,2026-07-17T19:04:31.186387+00:00,1894,49,0,none,,,
mRhGoSv6wew,2026-07-17T19:04:31.186387+00:00,327,3,0,none,,,
G5fyeOMY7Ew,2026-07-17T19:04:31.186387+00:00,1918,15,0,none,,,
uPI1JoVlQAo,2026-07-17T19:04:31.186387+00:00,203,3,1,none,,,
_C4aoWHVsDo,2026-07-17T19:04:31.186387+00:00,16665,140,18,none,,,
7Fb9YokUZ7Y,2026-07-17T19:04:31.186387+00:00,107,0,1,none,,,
oQyxjRdEZp8,2026-07-17T19:04:31.186387+00:00,104956,789,31,none,,,
SuBhEVSVxWI,2026-07-17T19:04:31.186387+00:00,7158,376,7,none,,,
4pc0sZzYZ_8,2026-07-17T19:04:31.186387+00:00,139,2,0,none,,,
0UPuZ_q6o_I,2026-07-17T19:04:31.186387+00:00,1325,32,0,none,,,
wbOotho5mt8,2026-07-17T19:04:31.186387+00:00,539,9,1,none,,,
_gRIdrlNR24,2026-07-17T19:04:31.186387+00:00,75223,1641,42,none,2026-07-17T11:00:21Z,2026-07-17T11:06:13Z,
wwXYbXfCS2s,2026-07-17T19:04:31.186387+00:00,180,3,3,none,,,
58HsgJo6JbY,2026-07-17T19:04:31.186387+00:00,230,3,3,none,,,
1BEqRfMWb1Q,2026-07-17T19:04:31.186387+00:00,2825,12,0,none,,,
TXJ5LlIzWA0,2026-07-17T19:04:31.186387+00:00,58,1,0,none,,,
MYxR1-0Y75c,2026-07-17T19:04:31.186387+00:00,533,10,7,none,,,
HLRnSYUoAjc,2026-07-17T19:04:31.186387+00:00,335,20,1,live,2026-07-17T18:15:06Z,,
FPPq3Tns1h4,2026-07-17T19:04:31.186387+00:00,1836,169,6,none,,,
bNMNm0OlIXI,2026-07-17T19:04:31.186387+00:00,974,29,0,none,,,
V_y3ldGWb1g,2026-07-17T19:04:31.186387+00:00,3471,50,5,none,,,
A9oj4mvCiAg,2026-07-17T19:04:31.186387+00:00,2276,28,14,none,,,
MhF2OH2Nu9c,2026-07-17T19:04:31.186387+00:00,1019,16,4,none,,,
X-q5enLHtS0,2026-07-17T19:04:31.186387+00:00,28849,2161,25,none,,,
XL3HlX9kRns,2026-07-17T19:04:31.186387+00:00,614,7,3,none,,,
OmKYEcQIk6g,2026-07-17T19:04:31.186387+00:00,748,12,4,none,2026-07-17T15:27:47Z,2026-07-17T15:32:47Z,
3j3Ym9kfqAY,2026-07-17T19:04:31.186387+00:00,92,1,1,none,,,
J5xiszMhflA,2026-07-17T19:04:31.186387+00:00,665,7,0,none,,,
jPIORYnjs60,2026-07-17T19:04:31.186387+00:00,44705,939,21,none,2026-07-17T14:30:06Z,2026-07-17T14:51:58Z,
QDpb4RWnxl0,2026-07-17T19:04:31.186387+00:00,3391,96,14,none,2026-07-17T02:30:06Z,2026-07-17T03:16:14Z,
-Qadm0F2huo,2026-07-17T19:04:31.186387+00:00,104,11,0,none,,,
-yL_2AGftLQ,2026-07-17T19:04:31.186387+00:00,316,3,1,none,2026-07-17T05:44:21Z,2026-07-17T06:20:15Z,
-fIRyp4vu3U,2026-07-17T19:04:31.186387+00:00,6068,60,15,none,,,
roi0vneyIb0,2026-07-17T19:04:31.186387+00:00,2266,241,2,none,,,
V7hMIUGi8ik,2026-07-17T19:04:31.186387+00:00,1163,43,0,none,,,
dV38xtCggp0,2026-07-17T19:04:31.186387+00:00,1106,13,0,none,,,
s74tVnQ1eqM,2026-07-17T19:04:31.186387+00:00,17316,209,2,none,,,
YRJbmcza4Ro,2026-07-17T19:04:31.186387+00:00,1058,30,1,none,,,
XYOd5xSvc4k,2026-07-17T19:04:31.186387+00:00,986,11,5,none,2026-07-17T14:37:41Z,2026-07-17T14:42:22Z,
j8BHi2SVQwA,2026-07-17T19:04:31.186387+00:00,613,12,2,none,,,
KhtB_CBthM4,2026-07-17T19:04:31.186387+00:00,20724,1027,171,none,2026-07-17T14:40:06Z,2026-07-17T15:05:07Z,
0O7C-A3qcu0,2026-07-17T19:04:31.186387+00:00,320,1,0,none,,,
RTYQ79C1k5M,2026-07-17T19:04:31.186387+00:00,0,1,0,upcoming,,,
YcMhP1YbfZQ,2026-07-17T19:04:31.186387+00:00,413,7,0,none,,,
L8BmjWvBfBg,2026-07-17T19:04:31.186387+00:00,124,1,0,none,,,
LK9WPs8VCE8,2026-07-17T19:04:31.186387+00:00,55525,555,18,none,2026-07-17T13:22:46Z,2026-07-17T14:09:16Z,
HAG04xhvoOY,2026-07-17T19:04:31.186387+00:00,2452,14,0,none,,,
aUS6Gw3RCcE,2026-07-17T19:04:31.186387+00:00,591,5,0,none,,,
hN8mz_nR1XY,2026-07-17T19:04:31.186387+00:00,156,0,0,none,,,
9BQH-t16o3s,2026-07-17T19:04:31.186387+00:00,41307,440,45,none,2026-07-17T06:30:26Z,2026-07-17T07:01:05Z,
2V_dpDnxGp8,2026-07-17T19:04:31.186387+00:00,1181,32,3,none,,,
_Ttdtjer2zg,2026-07-17T19:04:31.186387+00:00,437,3,0,none,,,
vItR3MM4kdE,2026-07-17T19:04:31.186387+00:00,5825,45,8,none,,,
0ul3xE-706E,2026-07-17T19:04:31.186387+00:00,355,2,2,none,,,
ZONEiInSvgE,2026-07-17T19:04:31.186387+00:00,783,6,0,none,,,
_rh2-ts8SGs,2026-07-17T19:04:31.186387+00:00,291,1,0,none,,,
Xw2h9vxQfRk,2026-07-17T19:04:31.186387+00:00,498,8,0,none,,,
uwuBo-bl6Zo,2026-07-17T19:04:31.186387+00:00,31291,1347,65,none,2026-07-17T15:00:07Z,2026-07-17T15:20:33Z,
uvz68tkFXEM,2026-07-17T19:04:31.186387+00:00,463,6,0,none,,,
NexMToaxYqA,2026-07-17T19:04:31.186387+00:00,290,3,0,none,,,
YzwoZHni1hs,2026-07-17T19:04:31.186387+00:00,1443,35,0,none,,,
hERqd0Kz1-I,2026-07-17T19:04:31.186387+00:00,606,23,8,none,,,
D7NZAVTle5Y,2026-07-17T19:04:31.186387+00:00,128,1,1,none,,,
58Xixndaz6w,2026-07-17T19:04:31.186387+00:00,1813,38,5,none,,,
TWMAz-luaJE,2026-07-17T19:04:31.186387+00:00,2868,21,13,none,,,
hVtzY50VWH4,2026-07-17T19:04:31.186387+00:00,129,0,2,none,,,
9L5HQRcGUz8,2026-07-17T19:04:31.186387+00:00,3733,32,1,none,,,
uDY61WpriZ4,2026-07-17T19:04:31.186387+00:00,181,5,1,none,,,
Iq01E-cJ58k,2026-07-17T19:04:31.186387+00:00,151282,10647,332,none,2026-07-17T16:15:06Z,2026-07-17T16:38:04Z,
JR6MOeTQqUA,2026-07-17T19:04:31.186387+00:00,1646,19,0,none,,,
dAGMmrssma8,2026-07-17T19:04:31.186387+00:00,278,3,0,none,,,
2wXCElmbtX0,2026-07-17T19:04:31.186387+00:00,133,7,10,none,,,
j1hZDE-Amas,2026-07-17T19:04:31.186387+00:00,9255,44,10,none,,,
DtPcTGfYuEg,2026-07-17T19:04:31.186387+00:00,598,8,12,none,,,
7zVf9PcNJOs,2026-07-17T19:04:31.186387+00:00,1981,9,6,none,,,
TCqfYY4B3RM,2026-07-17T19:04:31.186387+00:00,1409,40,0,none,,,
F08B3Civ03A,2026-07-17T19:04:31.186387+00:00,2921,32,2,none,,,
XPDgNq8pg8k,2026-07-17T19:04:31.186387+00:00,33,0,0,none,,,
Jx0VGrI8I6E,2026-07-17T19:04:31.186387+00:00,378,3,2,none,,,
cJVBTpcxqro,2026-07-17T19:04:31.186387+00:00,77,1,0,none,,,
99du0X5C2WM,2026-07-17T19:04:31.186387+00:00,28468,314,35,none,2026-07-16T16:30:22Z,2026-07-16T17:14:45Z,
2aPXnfVTZP0,2026-07-17T19:04:31.186387+00:00,97817,1308,189,none,,,
Rf0RcCKw-Y8,2026-07-17T19:04:31.186387+00:00,384,6,8,none,,,
NRcIQnztxPA,2026-07-17T19:04:31.186387+00:00,7896,309,2,none,,,
_V4siqbAeJw,2026-07-17T19:04:31.186387+00:00,452,5,0,none,,,
ApUQOS7Z6gM,2026-07-17T19:04:31.186387+00:00,152,2,0,none,,,
cMTAKtovc3Q,2026-07-17T19:04:31.186387+00:00,617,6,0,none,,,
oNCy5n11Bcg,2026-07-17T19:04:31.186387+00:00,1241,19,7,none,2026-07-17T05:30:31Z,2026-07-17T06:23:09Z,
vDJVeYo1Ke4,2026-07-17T19:04:31.186387+00:00,3658,92,2,none,2026-07-17T12:00:07Z,2026-07-17T12:06:12Z,
RxCtYiUIWZg,2026-07-17T19:04:31.186387+00:00,2,0,,none,,,
nuPfV8oYMT4,2026-07-17T19:04:31.186387+00:00,8157,123,74,none,,,
gCWVUVuvW5o,2026-07-17T19:04:31.186387+00:00,2954,159,5,none,,,
QCFSU4rYbZM,2026-07-17T19:04:31.186387+00:00,5515,172,1,none,,,
lMGgdtLYUVo,2026-07-17T19:04:31.186387+00:00,71425,3083,194,none,2026-07-17T13:00:06Z,2026-07-17T13:24:30Z,
4Kgw8SwFRxs,2026-07-17T19:04:31.186387+00:00,5322,366,6,none,,,
p1wJV_YifAw,2026-07-17T19:04:31.186387+00:00,369,6,0,none,,,
ahngbWNWa1w,2026-07-17T19:04:31.186387+00:00,156,3,0,none,,,
eumWPXGPmgo,2026-07-17T19:04:31.186387+00:00,1307,13,12,none,,,
Scl47qvdFGU,2026-07-17T19:04:31.186387+00:00,954,26,0,none,,,
PNEbAo8pWoo,2026-07-17T19:04:31.186387+00:00,8713,106,41,none,,,
Ff1Ps1r6_FU,2026-07-17T19:04:31.186387+00:00,67,1,0,none,,,
UAXlAIGFm5U,2026-07-17T19:04:31.186387+00:00,5372,51,7,none,2026-07-17T04:33:51Z,2026-07-17T04:43:53Z,
DcjA8TOnAMA,2026-07-17T19:04:31.186387+00:00,123,0,0,none,,,
4jPtvaMUT1E,2026-07-17T19:04:31.186387+00:00,3858,53,22,none,,,
UJgcN4GnQBI,2026-07-17T19:04:31.186387+00:00,1083,40,0,none,,,
Y9zEU-dZabI,2026-07-17T19:04:31.186387+00:00,322,4,0,none,,,
fxNI8qrXp0w,2026-07-17T19:04:31.186387+00:00,476,2,0,none,,,
iqL1gj-W-sM,2026-07-17T19:04:31.186387+00:00,820,26,1,none,,,
MjjgqJwg4wk,2026-07-17T19:04:31.186387+00:00,1875,22,1,none,,,
8NNk2DeCmxM,2026-07-17T19:04:31.186387+00:00,276,5,0,none,,,
rnx1Jbdm7P4,2026-07-17T19:04:31.186387+00:00,9722,65,21,none,,,
E4ITsZHHYjU,2026-07-17T19:04:31.186387+00:00,87110,962,37,none,2026-07-17T13:19:51Z,2026-07-17T14:15:29Z,
8vgf6pwPDOU,2026-07-17T19:04:31.186387+00:00,9305,121,13,none,2026-07-16T17:16:46Z,2026-07-16T19:26:04Z,
V7Jrk4tsr04,2026-07-17T19:04:31.186387+00:00,84,1,0,none,,,
8mQPQxwiGxQ,2026-07-17T19:04:31.186387+00:00,106,0,0,none,,,
9WTdsIycm0k,2026-07-17T19:04:31.186387+00:00,5958,116,83,none,,,
VNCameVcqSs,2026-07-17T19:04:31.186387+00:00,28256,270,65,none,,,
8N00HS4ZHVw,2026-07-17T19:04:31.186387+00:00,5411,429,43,none,,,
yMgRDexrVGc,2026-07-17T19:04:31.186387+00:00,24,0,1,none,,,
U7ljg-NmqN0,2026-07-17T19:04:31.186387+00:00,137,1,0,none,,,
nvQwPD6Gx_E,2026-07-17T19:04:31.186387+00:00,451,18,1,none,,,
RyNd0LHYNcE,2026-07-17T19:04:31.186387+00:00,183,3,1,none,,,
-B2QdDLuwu4,2026-07-17T19:04:31.186387+00:00,25714,94,4,none,,,
lW5ZRu_7-ag,2026-07-17T19:04:31.186387+00:00,809,36,1,none,,,
K1YwYlT3U-8,2026-07-17T19:04:31.186387+00:00,407,4,0,none,,,
RLo_O6Aygv8,2026-07-17T19:04:31.186387+00:00,315,5,0,none,,,
3SUJaJYEz0c,2026-07-17T19:04:31.186387+00:00,555,6,0,none,,,
lOK8r0d5L5Q,2026-07-17T19:04:31.186387+00:00,472,2,0,none,,,
-C72gb14swA,2026-07-17T19:04:31.186387+00:00,24268,290,13,none,2026-07-17T03:55:06Z,2026-07-17T04:00:03Z,
WDkWWQE0i1I,2026-07-17T19:04:31.186387+00:00,727,8,0,none,,,
utmAs5u674s,2026-07-17T19:04:31.186387+00:00,142,1,0,none,,,
LrIBESjsMDg,2026-07-17T19:04:31.186387+00:00,85901,2931,106,none,2026-07-17T14:45:06Z,2026-07-17T15:07:27Z,
4PidOLnTHLQ,2026-07-17T19:04:31.186387+00:00,99,0,0,none,,,
9oJbfSpgVWo,2026-07-17T19:04:31.186387+00:00,175,1,0,none,,,
TVXHDUY2CM4,2026-07-17T19:04:31.186387+00:00,1959,12,0,none,,,
5Arco1G1u1M,2026-07-17T19:04:31.186387+00:00,10690,166,20,none,,,
K9aDWDLh2W8,2026-07-17T19:04:31.186387+00:00,3487,89,0,none,,,
V6QrkH6pM_o,2026-07-17T19:04:31.186387+00:00,4912,86,2,none,,,
5H8yvSdbzXY,2026-07-17T19:04:31.186387+00:00,279,5,4,none,,,
DyGPo7q3cZ4,2026-07-17T19:04:31.186387+00:00,447,7,8,none,,,
ImlBDM40Mwo,2026-07-17T19:04:31.186387+00:00,2887,20,11,none,,,
1F6f4Z9ciS8,2026-07-17T19:04:31.186387+00:00,1059,22,0,none,,,
-humamXrGrI,2026-07-17T19:04:31.186387+00:00,306,6,0,none,,,
Qc6X1TOzvco,2026-07-17T19:04:31.186387+00:00,3351,18,1,none,,,
PEGoMpQCzWw,2026-07-17T19:04:31.186387+00:00,965,11,1,none,,,
g89tLOf4Z_4,2026-07-17T19:04:31.186387+00:00,134,1,0,none,,,
66jhBUbslD0,2026-07-17T19:04:31.186387+00:00,43684,367,8,none,,,
6sKU9oBuRR4,2026-07-17T19:04:31.186387+00:00,1209,14,0,none,,,
fSI-F9fvC8o,2026-07-17T19:04:31.186387+00:00,352,9,0,none,,,
pJYmm68mbNQ,2026-07-17T19:04:31.186387+00:00,13016,210,1,none,,,
OG7XCBGwh-s,2026-07-17T19:04:31.186387+00:00,124,1,0,none,,,
R-0iHXdu0Zc,2026-07-17T19:04:31.186387+00:00,1470,18,4,none,2026-07-17T02:00:06Z,2026-07-17T02:29:30Z,
mFMp8jYV9VI,2026-07-17T19:04:31.186387+00:00,206,3,3,none,,,
CFDYnvFqkaQ,2026-07-17T19:04:31.186387+00:00,2430,117,4,none,,,
_aoNWu7Vxgw,2026-07-17T19:04:31.186387+00:00,250,1,0,none,,,
cSLVjqy_VOA,2026-07-17T19:04:31.186387+00:00,21747,204,39,none,,,
cA4yBipKis4,2026-07-17T19:04:31.186387+00:00,214,0,3,none,,,
tZ8hla_qTxQ,2026-07-17T19:04:31.186387+00:00,5230,161,17,none,,,
1G0tkfDj-wM,2026-07-17T19:04:31.186387+00:00,843,29,0,none,,,
NPx1O0ETuMI,2026-07-17T19:04:31.186387+00:00,878,62,2,none,,,
R4idVpqpKLw,2026-07-17T19:04:31.186387+00:00,32767,387,27,none,2026-07-17T09:00:04Z,2026-07-17T09:24:36Z,
AP0B1E_55_0,2026-07-17T19:04:31.186387+00:00,1889,49,0,none,,,
WDws2zvPmKY,2026-07-17T19:04:31.186387+00:00,15844,350,4,none,,,
ms44or_V1AE,2026-07-17T19:04:31.186387+00:00,58,1,0,none,,,
zLPeDGGjVu8,2026-07-17T19:04:31.186387+00:00,84292,2697,113,none,2026-07-17T15:30:07Z,2026-07-17T15:52:11Z,
PSgT8N5SFlo,2026-07-17T19:04:31.186387+00:00,124367,5441,493,none,2026-07-17T15:40:07Z,2026-07-17T16:06:29Z,
DZh7L2Qr8rg,2026-07-17T19:04:31.186387+00:00,696,14,0,none,,,
xRszkPi0taY,2026-07-17T19:04:31.186387+00:00,1874,40,37,none,,,
TPA_EZDpggw,2026-07-17T19:04:31.186387+00:00,409,16,0,none,,,
Uyz3XXMLNTE,2026-07-17T19:04:31.186387+00:00,158,0,2,none,,,
IMxkeWdQvoI,2026-07-17T19:04:31.186387+00:00,634,9,3,none,,,
4MLJ8eniNcU,2026-07-17T19:04:31.186387+00:00,14662,181,13,none,2026-07-17T13:00:06Z,2026-07-17T13:06:08Z,
RhyK-9Kx4JY,2026-07-17T19:04:31.186387+00:00,13008,220,6,none,2026-07-17T12:30:06Z,2026-07-17T12:36:00Z,
gF0gfFdkRI0,2026-07-17T19:04:31.186387+00:00,22072,589,22,none,2026-07-17T13:30:06Z,2026-07-17T13:50:57Z,
ucrsDqdYaWw,2026-07-17T19:04:31.186387+00:00,4108,105,9,none,,,
AF9rk5ago1c,2026-07-17T19:04:31.186387+00:00,122,0,0,none,,,
sO64ETHBF9k,2026-07-17T19:04:31.186387+00:00,2627,38,0,none,,,
dBzS35ZjYrU,2026-07-17T19:04:31.186387+00:00,11275,324,11,none,2026-07-17T13:00:06Z,2026-07-17T13:20:56Z,
TamX-R77t60,2026-07-17T19:04:31.186387+00:00,922,49,4,none,,,
6XgKKDPICg0,2026-07-17T19:04:31.186387+00:00,132,1,1,none,,,
kWrhrUEqwuk,2026-07-17T19:04:31.186387+00:00,6658,100,24,none,,,
LwGPQ84_ab8,2026-07-17T19:04:31.186387+00:00,146328,9264,74,none,,,
NhYpDDtjDqc,2026-07-17T19:04:31.186387+00:00,637,9,0,none,,,
c4QeBy1cBxY,2026-07-17T19:04:31.186387+00:00,11565,229,5,none,,,
AnPSEdck5VU,2026-07-17T19:04:31.186387+00:00,103,0,0,none,,,
c7cJfRCvk7U,2026-07-17T19:04:31.186387+00:00,185,4,0,none,,,
jNYqJngPw5c,2026-07-17T19:04:31.186387+00:00,185575,6806,468,none,2026-07-17T14:00:06Z,2026-07-17T14:21:15Z,
c3HbjDpeNCE,2026-07-17T19:04:31.186387+00:00,1924,25,9,none,,,
O5oCCtHE5go,2026-07-17T19:04:31.186387+00:00,15473,511,7,none,,,
n_niMoDuCLM,2026-07-17T19:04:31.186387+00:00,184197,4956,829,none,2026-07-17T15:15:06Z,2026-07-17T15:37:53Z,
5VgHL5AmUlI,2026-07-17T19:04:31.186387+00:00,499,7,13,none,,,
wqWwFi2-h4Q,2026-07-17T19:04:31.186387+00:00,2257,24,12,none,,,
WOSU830uOz4,2026-07-17T19:04:31.186387+00:00,281,2,0,none,,,
W83GTdsW3v8,2026-07-17T19:04:31.186387+00:00,22063,167,77,none,,,
4SlkN9XnLcA,2026-07-17T19:04:31.186387+00:00,65,1,0,none,,,
M8HpDN6JSNU,2026-07-17T19:04:31.186387+00:00,207,3,4,none,,,
FLsiIiUMBf8,2026-07-17T19:04:31.186387+00:00,5787,552,67,none,,,
5hD3JpFkNao,2026-07-17T19:04:31.186387+00:00,336,3,0,none,,,
Pb3OidvhkqE,2026-07-17T19:04:31.186387+00:00,4844,97,1,none,,,
0lzL3Q7f5Lw,2026-07-17T19:04:31.186387+00:00,161,2,0,none,,,
F7P4jlCUAa0,2026-07-17T19:04:31.186387+00:00,1272,43,0,none,,,
M1zLMxJI5Yw,2026-07-17T19:04:31.186387+00:00,6376,88,2,none,,,
r-GvYY2xNdI,2026-07-17T19:04:31.186387+00:00,103677,1018,70,none,,,
mGlfXClBskU,2026-07-17T19:04:31.186387+00:00,104512,5212,251,none,2026-07-17T15:30:06Z,2026-07-17T15:53:23Z,
YKm3LK0l0hw,2026-07-17T19:04:31.186387+00:00,588,15,0,none,,,
73cE2jIqNpM,2026-07-17T19:04:31.186387+00:00,8360,156,10,none,,,
0ymXYusbJ6E,2026-07-17T19:04:31.186387+00:00,226,6,2,none,,,
DG2coOxA1GA,2026-07-17T19:04:31.186387+00:00,179,5,0,none,,,
0wgdctihfzE,2026-07-17T19:04:31.186387+00:00,1165,25,0,none,,,
_xDeqPYFzgc,2026-07-17T19:04:31.186387+00:00,133,2,0,none,,,
7d3h-WHSIF4,2026-07-17T19:04:31.186387+00:00,567,5,5,none,,,
etJXc7m4Tj8,2026-07-17T19:04:31.186387+00:00,91089,3309,99,none,2026-07-17T15:00:06Z,2026-07-17T15:22:23Z,
h5GngnBfPN0,2026-07-17T19:04:31.186387+00:00,160,17,0,none,2026-07-17T18:15:12Z,2026-07-17T18:41:08Z,
RS2t02C08o0,2026-07-17T19:04:31.186387+00:00,3135,38,16,none,,,
AzhL6--u9I8,2026-07-17T19:04:31.186387+00:00,1827,15,0,none,,,
bj8ZyAwByrY,2026-07-17T19:04:31.186387+00:00,303,4,1,none,,,
hrZcgFq-0ow,2026-07-17T19:04:31.186387+00:00,189,6,0,none,,,
S9-OwXz8PFc,2026-07-17T19:04:31.186387+00:00,21649,380,2,none,,,
HKHBCqkc6TY,2026-07-17T19:04:31.186387+00:00,1557,23,0,none,,,
CQzOAp-Yocs,2026-07-17T19:04:31.186387+00:00,48140,1447,75,none,2026-07-17T15:30:06Z,2026-07-17T15:53:12Z,
8oXE-JFqgBQ,2026-07-17T19:04:31.186387+00:00,1125,16,1,none,,,
DlbjgPyFcV0,2026-07-17T19:04:31.186387+00:00,7800,283,19,none,2026-07-17T14:30:06Z,2026-07-17T14:49:34Z,
pOE4SyEpzIs,2026-07-17T19:04:31.186387+00:00,1099,15,0,none,,,
BNNSdWcFTuY,2026-07-17T19:04:31.186387+00:00,1562,17,3,none,2026-07-17T10:14:31Z,2026-07-17T10:17:59Z,
eic-H9LS4Ug,2026-07-17T19:04:31.186387+00:00,7132,183,0,none,,,
AJ_YnhE2lJQ,2026-07-17T19:04:31.186387+00:00,198,4,2,none,,,
7babOIxmCqw,2026-07-17T19:04:31.186387+00:00,399,1,0,none,,,
edQj-U4540k,2026-07-17T19:04:31.186387+00:00,662,18,0,none,,,
rGz7g0-_l6o,2026-07-17T19:04:31.186387+00:00,1573,40,0,none,,,
0XN9pTQg5M0,2026-07-17T19:04:31.186387+00:00,37429,286,86,none,,,
0eb1INFfYBM,2026-07-17T19:04:31.186387+00:00,1026,9,3,none,,,
0ul3xE-706E,2026-07-17T19:09:31.339265+00:00,355,2,2,none,,,
lW5ZRu_7-ag,2026-07-17T19:09:31.339265+00:00,810,36,1,none,,,
u9lJD5ffEOw,2026-07-17T19:09:31.339265+00:00,1623,70,1,none,,,
5Arco1G1u1M,2026-07-17T19:09:31.339265+00:00,10703,166,20,none,,,
MjjgqJwg4wk,2026-07-17T19:09:31.339265+00:00,1875,22,1,none,,,
gFcvzRumecM,2026-07-17T19:09:31.339265+00:00,10829,339,48,none,2026-07-17T14:00:06Z,2026-07-17T14:26:58Z,
Lj9rhzgdfMM,2026-07-17T19:09:31.339265+00:00,44313,1780,386,none,,,
mCyWsXwp2Nk,2026-07-17T19:09:31.339265+00:00,28365,263,34,none,,,
QCFSU4rYbZM,2026-07-17T19:09:31.339265+00:00,5522,172,1,none,,,
0O7C-A3qcu0,2026-07-17T19:09:31.339265+00:00,323,1,0,none,,,
1G0tkfDj-wM,2026-07-17T19:09:31.339265+00:00,844,30,0,none,,,
no6sgXwWwgo,2026-07-17T19:09:31.339265+00:00,284,1,0,none,,,
glBtukoqC7w,2026-07-17T19:09:31.339265+00:00,127,2,1,none,,,
OmKYEcQIk6g,2026-07-17T19:09:31.339265+00:00,748,12,4,none,2026-07-17T15:27:47Z,2026-07-17T15:32:47Z,
K9aDWDLh2W8,2026-07-17T19:09:31.339265+00:00,3523,90,0,none,,,
urLEp2xi-cw,2026-07-17T19:09:31.339265+00:00,324,4,0,none,,,
NhYpDDtjDqc,2026-07-17T19:09:31.339265+00:00,637,9,0,none,,,
_Ttdtjer2zg,2026-07-17T19:09:31.339265+00:00,437,3,0,none,,,
USEo0FvRhS8,2026-07-17T19:09:31.339265+00:00,2703,27,4,none,,,
u-QKAk5AcFw,2026-07-17T19:09:31.339265+00:00,82,5,1,none,,,
mRhGoSv6wew,2026-07-17T19:09:31.339265+00:00,327,3,0,none,,,
hN8mz_nR1XY,2026-07-17T19:09:31.339265+00:00,156,0,0,none,,,
PlMjOUX6CHU,2026-07-17T19:09:31.339265+00:00,13995,95,1,none,,,
w190VXqsLB8,2026-07-17T19:09:31.339265+00:00,11537,69,16,none,,,
lMGgdtLYUVo,2026-07-17T19:09:31.339265+00:00,71961,3086,196,none,2026-07-17T13:00:06Z,2026-07-17T13:24:30Z,
LiqYabgKtpc,2026-07-17T19:09:31.339265+00:00,4918,67,7,none,,,
0PK_igMt2Vo,2026-07-17T19:09:31.339265+00:00,130212,4822,150,none,2026-07-17T15:45:06Z,2026-07-17T16:07:56Z,
YcMhP1YbfZQ,2026-07-17T19:09:31.339265+00:00,413,7,0,none,,,
0eb1INFfYBM,2026-07-17T19:09:31.339265+00:00,1026,9,3,none,,,
PSgT8N5SFlo,2026-07-17T19:09:31.339265+00:00,127752,5484,499,none,2026-07-17T15:40:07Z,2026-07-17T16:06:29Z,
Yn9bFs_RZ1o,2026-07-17T19:09:31.339265+00:00,375,5,0,none,2026-07-16T18:28:22Z,2026-07-16T18:31:58Z,
gCWVUVuvW5o,2026-07-17T19:09:31.339265+00:00,2973,163,5,none,,,
-B2QdDLuwu4,2026-07-17T19:09:31.339265+00:00,25719,94,4,none,,,
Pb3OidvhkqE,2026-07-17T19:09:31.339265+00:00,4847,97,1,none,,,
lSKnLGn6N20,2026-07-17T19:09:31.339265+00:00,491,7,0,none,,,
J7BuwajL8PY,2026-07-17T19:09:31.339265+00:00,127,1,0,none,,,
HKHBCqkc6TY,2026-07-17T19:09:31.339265+00:00,1557,23,0,none,,,
8hVT8uZq-b8,2026-07-17T19:09:31.339265+00:00,39653,597,34,none,2026-07-17T13:27:02Z,2026-07-17T14:01:31Z,
QDpb4RWnxl0,2026-07-17T19:09:31.339265+00:00,3402,96,14,none,2026-07-17T02:30:06Z,2026-07-17T03:16:14Z,
DJXLWasB0xc,2026-07-17T19:09:31.339265+00:00,28253,755,6,none,,,
5hD3JpFkNao,2026-07-17T19:09:31.339265+00:00,338,3,0,none,,,
99du0X5C2WM,2026-07-17T19:09:31.339265+00:00,28492,314,35,none,2026-07-16T16:30:22Z,2026-07-16T17:14:45Z,
T3QpuLAaa6s,2026-07-17T19:09:31.339265+00:00,4070,33,1,none,,,
3SUJaJYEz0c,2026-07-17T19:09:31.339265+00:00,555,6,0,none,,,
YWtX3y5ix0M,2026-07-17T19:09:31.339265+00:00,1994,41,0,none,2026-07-17T13:02:07Z,2026-07-17T13:26:27Z,
bNMNm0OlIXI,2026-07-17T19:09:31.339265+00:00,985,29,0,none,,,
